2025-07-29T12:14:34.635285,UPC_A,240241808229
2025-07-29T12:14:36.576512,UPC_A,128145126260
2025-07-29T12:14:37.949589,UPC_A,142908212809
2025-07-29T12:14:47.534635,EAN_8,24521789
2025-07-29T12:14:48.908357,EAN_8,24521673
2025-07-29T12:14:49.739127,EAN_8,24521161
2025-07-29T12:14:56.400197,EAN_8,24526517
2025-07-29T12:14:57.502787,EAN_8,92221161
2025-07-29T12:15:08.444358,UPC_A,102140262604
2025-07-29T12:15:08.665989,EAN_8,22002082
2025-07-29T12:15:09.739898,UPC_A,122144126269
2025-07-29T12:15:12.123284,EAN_8,24546683
2025-07-29T12:15:12.890799,EAN_8,24116183
2025-07-29T12:16:13.261270,EAN_13,9300633929169
2025-07-29T12:16:45.101367,EAN_13,2112345678900
2025-07-29T12:16:45.933915,EAN_8,22596789
2025-07-29T12:16:46.396526,EAN_8,22116789
2025-07-29T12:16:46.641485,UPC_A,112545678900
